objeto;data_evento;evento;cliente;trecho;evento_trecho;unid_origem;unid_destino;dr_origem;dr_destino;gestao_prealerta;automatico;manual;total;macroprocesso;postado;ultimo_evento_extraviado;ultimo_evento_em_transito;ultimo_evento;ultimo_evento_data;evento_finalizador;tipo;analise_sro;unid_origem_apelido;unid_destino_apelido;trecho_real;se_postagem;unidade_postagem;data_postagem;familia;ultimo_evento_sinistro
OL515303749BR;2020-12-15;OBJETO EM TRÂNSITO PARA A UNIDADE.;SHPS TECNOLOGIA E SERVICOS LTDA;CTE BRASILIA (BSB) - CDD TAG LESTE;Objeto expedido;CTE BRASILIA;CDD TAG LESTE;BSB;BSB;Gestao Automatica;1;0;1;trat-dist;sim;nao;sim;Objeto em trânsito para a unidade.;2020-12-15;nao;transito;Pendente (OTU);CTE BRASILIA;CDD TAG LESTE;Trecho;MG;AC ELOI MENDES;2020-11-23;ENCOMENDA PAC;sim
OL517551624BR;2020-12-14;OBJETO EM TRÂNSITO PARA A UNIDADE.;SHPS TECNOLOGIA E SERVICOS LTDA;CDD TAG LESTE (BSB) - CDD TAG LESTE;Objeto em trânsito para a unidade.;CDD TAG LESTE;CDD TAG LESTE;BSB;BSB;Gestao Automatica;1;0;1;dist-dist;sim;nao;sim;Objeto em trânsito para a unidade.;2020-12-14;nao;transito;Pendente (OTU);CDD TAG LESTE;CDD TAG LESTE;Responsabilizada;SPM;AGF JARDIM SAO LUIS;2020-11-24;ENCOMENDA PAC;sim
OL521112584BR;2020-11-26;OBJETO EXTRAVIADO;MELHOR ENVIO LTDA;CEE TAGUATINGA (BSB) - CEE TAGUATINGA;Saiu para entrega ao destinatário;CEE TAGUATINGA;CEE TAGUATINGA;BSB;BSB;Gestao Manual;0;1;1;dist-dist;sim;nao;nao;Solicitação de suspensão de entrega recebida;2020-12-03;nao;extraviado;A ser refugado na DR de Origem;CEE TAGUATINGA;CEE TAGUATINGA;Responsabilizada;SPM;AGF HEITOR PEIXOTO;2020-11-23;ENCOMENDA PAC;nao
OL522199091BR;2020-12-22;OBJETO EM TRÂNSITO PARA A UNIDADE.;SHPS TECNOLOGIA E SERVICOS LTDA;CTE CAJAMAR (SPM) - CDD RECANTO DAS EMAS;Objeto expedido;CTE CAJAMAR;CDD RECANTO DAS EMAS;SPM;BSB;Gestao Automatica;1;0;1;trat-dist;sim;nao;nao;Passagem interna - objeto em LOEC suspensa;2021-01-14;nao;transito;Evento posterior ao OTU;CTE CAJAMAR;CDD RECANTO DAS EMAS;Trecho;SPM;AGF EXPEDICIONARIOS;2020-11-23;ENCOMENDA PAC;nao
OL522885364BR;2020-12-09;OBJETO EM TRÂNSITO PARA A UNIDADE.;SHPS TECNOLOGIA E SERVICOS LTDA;CTE CAJAMAR (SPM) - CDD GAMA;Objeto expedido;CTE CAJAMAR;CDD GAMA;SPM;BSB;Gestao Manual;0;1;1;trat-dist;nao;sim;nao;Objeto extraviado;2020-12-20;nao;transito;Extraviado;CTE CAJAMAR;CDD GAMA;Trecho;N/C;N/C;;ENCOMENDA PAC;sim
OL524795423BR;2020-12-08;OBJETO EM TRÂNSITO PARA A UNIDADE.;RA OBJETOS PARA O LAR EIRELI;AGF QNA 30 (BSB) - CTE BRASILIA;Objeto expedido;AGF QNA 30;CTE BRASILIA;BSB;BSB;Gestao Manual;0;1;1;cap-trat;sim;nao;sim;Objeto em trânsito para a unidade.;2020-12-08;nao;transito;Pendente (OTU);AGF QNA 30;CTE BRASILIA;Trecho;BSB;AGF QNA 30;2020-11-23;ENCOMENDA PAC;sim
OL525336715BR;2020-12-09;OBJETO EM TRÂNSITO PARA A UNIDADE.;SHPS TECNOLOGIA E SERVICOS LTDA;CTE BRASILIA (BSB) - CEE TAGUATINGA;Objeto expedido;CTE BRASILIA;CEE TAGUATINGA;BSB;BSB;Gestao Manual;0;1;1;trat-dist;nao;sim;nao;Objeto extraviado;2020-12-25;nao;transito;Extraviado;CTE BRASILIA;CEE TAGUATINGA;Trecho;N/C;N/C;;ENCOMENDA PAC;sim
OL530268219BR;2020-12-21;OBJETO EM TRÂNSITO PARA A UNIDADE.;SHPS TECNOLOGIA E SERVICOS LTDA;CTE BRASILIA (BSB) - CDD GUARA;Objeto expedido;CTE BRASILIA;CDD GUARA;BSB;BSB;Gestao Automatica;1;0;1;trat-dist;sim;nao;sim;Objeto em trânsito para a unidade.;2020-12-21;nao;transito;Pendente (OTU);CTE BRASILIA;CDD GUARA;Trecho;PR;AGF ANITA GARIBALDI;2020-11-24;ENCOMENDA PAC;sim
OL531034161BR;2020-12-16;OBJETO EM TRÂNSITO PARA A UNIDADE.;B2W COMPANHIA DIGITAL;CEE TAGUATINGA (BSB) - CDD TAG LESTE;Objeto expedido;CEE TAGUATINGA;CDD TAG LESTE;BSB;BSB;Gestao Automatica;1;0;1;dist-dist;nao;nao;nao;Solicitação de suspensão de entrega recebida;2020-12-27;nao;transito;A ser refugado na DR de Origem;CEE TAGUATINGA;CDD TAG LESTE;Trecho;N/C;N/C;;ENCOMENDA PAC;nao
OL531902247BR;2020-12-14;OBJETO EM TRÂNSITO PARA A UNIDADE.;E BAZAR COM BR LTDA;CTE BENFICA (RJ) - CTE BRASILIA;Objeto expedido;CTE BENFICA;CTE BRASILIA;RJ;BSB;Gestao Manual;0;1;1;trat-trat;nao;nao;nao;Objeto expedido;2021-01-11;nao;transito;Evento posterior ao OTU;CTE BENFICA;CTE BRASILIA;Trecho;N/C;N/C;;ENCOMENDA PAC;nao
OL532139605BR;2020-12-10;OBJETO EM TRÂNSITO PARA A UNIDADE.;SHPS TECNOLOGIA E SERVICOS LTDA;CEE TAGUATINGA (BSB) - CDD AGUAS CLARAS;Objeto expedido;CEE TAGUATINGA;CDD AGUAS CLARAS;BSB;BSB;Gestao Manual;0;1;1;dist-dist;sim;nao;sim;Objeto em trânsito para a unidade.;2020-12-10;nao;transito;Pendente (OTU);CEE TAGUATINGA;CDD AGUAS CLARAS;Trecho;SC;AGF AMERICANAS;2020-11-26;ENCOMENDA PAC;sim
OL536816718BR;2020-12-09;OBJETO EM TRÂNSITO PARA A UNIDADE.;E BAZAR COM BR LTDA;CTE CAJAMAR (SPM) - CDD GAMA;Objeto expedido;CTE CAJAMAR;CDD GAMA;SPM;BSB;Gestao Manual;0;1;1;trat-dist;nao;sim;nao;Objeto extraviado;2021-01-11;nao;transito;Extraviado;CTE CAJAMAR;CDD GAMA;Trecho;N/C;N/C;;ENCOMENDA PAC;sim
OL538410281BR;2020-12-26;OBJETO EM TRÂNSITO PARA A UNIDADE.;NOVU PARTICIPACOES LTDA;CTE SAUDE (SPM) - CEE TAGUATINGA;Objeto expedido;CTE SAUDE;CEE TAGUATINGA;SPM;BSB;Gestao Manual;0;1;1;trat-dist;nao;sim;nao;Objeto extraviado;2021-01-08;nao;transito;Extraviado;CTE SAUDE;CEE TAGUATINGA;Trecho;N/C;N/C;;ENCOMENDA PAC;sim
OL538413566BR;2020-12-26;OBJETO EM TRÂNSITO PARA A UNIDADE.;NOVU PARTICIPACOES LTDA;CTE SAUDE (SPM) - CEE TAGUATINGA;Objeto expedido;CTE SAUDE;CEE TAGUATINGA;SPM;BSB;Gestao Manual;0;1;1;trat-dist;nao;nao;sim;Objeto em trânsito para a unidade.;2020-12-26;nao;transito;Pendente (OTU);CTE SAUDE;CEE TAGUATINGA;Trecho;N/C;N/C;;ENCOMENDA PAC;sim
OL538415893BR;2020-12-26;OBJETO EM TRÂNSITO PARA A UNIDADE.;NOVU PARTICIPACOES LTDA;CTE SAUDE (SPM) - CEE TAGUATINGA;Objeto expedido;CTE SAUDE;CEE TAGUATINGA;SPM;BSB;Gestao Manual;0;1;1;trat-dist;nao;nao;sim;Objeto em trânsito para a unidade.;2020-12-26;nao;transito;Pendente (OTU);CTE SAUDE;CEE TAGUATINGA;Trecho;N/C;N/C;;ENCOMENDA PAC;sim
OL540849417BR;2020-12-07;OBJETO EM TRÂNSITO PARA A UNIDADE.;GFG COMERCIO DIGITAL LTDA;CTE BRASILIA (BSB) - CDD LAGO NORTE;Objeto expedido;CTE BRASILIA;CDD LAGO NORTE;BSB;BSB;Gestao Manual;0;1;1;trat-dist;sim;nao;nao;Solicitação de suspensão de entrega recebida;2020-12-18;nao;transito;A ser refugado na DR de Origem;CTE BRASILIA;CDD LAGO NORTE;Trecho;SPI;AGF JOAQUIM GALVAO;2020-11-23;ENCOMENDA PAC;nao
OL542827604BR;2020-12-30;OBJETO EM TRÂNSITO PARA A UNIDADE.;FABIAN LASZLO S FLEGNER;CTE CAJAMAR (SPM) - CEE BRASILIA NORTE;Objeto expedido;CTE CAJAMAR;CEE BRASILIA NORTE;SPM;BSB;Gestao Manual;0;1;1;trat-dist;sim;nao;nao;Objeto expedido;2021-01-13;nao;transito;Evento posterior ao OTU;CTE CAJAMAR;CEE BRASILIA NORTE;Trecho;ES;AGF AVENIDA VITORIA;2020-12-14;ENCOMENDA PAC;nao
OL544499708BR;2020-12-22;OBJETO EM TRÂNSITO PARA A UNIDADE.;CURADEN SWISS DO BRASIL IMP E EXP LTDA;CTCE CUIABA (MT) - CTE BRASILIA;Objeto expedido;CTCE CUIABA;CTE BRASILIA;MT;BSB;Gestao Manual;0;1;1;trat-trat;sim;nao;nao;Objeto expedido;2021-01-06;nao;transito;Evento posterior ao OTU;CTCE CUIABA;CTE BRASILIA;Trecho;SPM;AGF KENNEDY;2020-11-26;ENCOMENDA PAC;nao
OL544527085BR;2020-12-21;OBJETO EM TRÂNSITO PARA A UNIDADE.;SHPS TECNOLOGIA E SERVICOS LTDA;CTE BRASILIA (BSB) - CDD SAO SEBASTIAO;Objeto expedido;CTE BRASILIA;CDD SAO SEBASTIAO;BSB;BSB;Gestao Automatica;1;0;1;trat-dist;nao;nao;sim;Objeto em trânsito para a unidade.;2020-12-21;nao;transito;Pendente (OTU);CTE BRASILIA;CDD SAO SEBASTIAO;Trecho;N/C;N/C;;ENCOMENDA PAC;sim
OL544578604BR;2020-12-24;OBJETO EM TRÂNSITO PARA A UNIDADE.;GFG COMERCIO DIGITAL LTDA;CTE BRASILIA (BSB) - CDD RECANTO DAS EMAS;Objeto expedido;CTE BRASILIA;CDD RECANTO DAS EMAS;BSB;BSB;Gestao Automatica;1;0;1;trat-dist;sim;nao;nao;Solicitação de suspensão de entrega recebida;2021-01-08;nao;transito;Aguardando solicitacao de Desbloqueio;CTE BRASILIA;CDD RECANTO DAS EMAS;Trecho;SPI;AGF CIDADE NOVA;2020-11-24;ENCOMENDA PAC;nao
OL548812245BR;2020-12-11;OBJETO EM TRÂNSITO PARA A UNIDADE.;FB COMERCIO IMPORTACAO E EXPORTACAO EIR;CTE CAJAMAR (SPM) - CEE BRASILIA SUL;Objeto expedido;CTE CAJAMAR;CEE BRASILIA SUL;SPM;BSB;Gestao Manual;0;1;1;trat-dist;sim;nao;sim;Objeto em trânsito para a unidade.;2020-12-11;nao;transito;Pendente (OTU);CTE CAJAMAR;CEE BRASILIA SUL;Trecho;SPM;AGF VOLUNTARIOS DA PATRIA;2020-11-27;ENCOMENDA PAC;sim
OL549945163BR;2020-12-10;OBJETO EM TRÂNSITO PARA A UNIDADE.;NS2 COM INTERNET S A;CTE CAJAMAR (SPM) - CEE TAGUATINGA;Objeto expedido;CTE CAJAMAR;CEE TAGUATINGA;SPM;BSB;Gestao Manual;0;1;1;trat-dist;nao;nao;sim;Objeto em trânsito para a unidade.;2020-12-10;nao;transito;Pendente (OTU);CTE CAJAMAR;CEE TAGUATINGA;Trecho;N/C;N/C;;ENCOMENDA PAC;sim
OL553966743BR;2020-12-11;OBJETO EM TRÂNSITO PARA A UNIDADE.;B2W COMPANHIA DIGITAL;CTE BRASILIA (BSB) - CDD LAGO NORTE;Objeto expedido;CTE BRASILIA;CDD LAGO NORTE;BSB;BSB;Gestao Manual;0;1;1;trat-dist;sim;nao;nao;Solicitação de suspensão de entrega recebida;2020-12-22;nao;transito;A ser refugado na DR de Origem;CTE BRASILIA;CDD LAGO NORTE;Trecho;SPM;AGF MANOEL AMARAL;2020-11-24;ENCOMENDA PAC;nao
OL554974471BR;2020-12-16;OBJETO EM TRÂNSITO PARA A UNIDADE.;E BAZAR COM BR LTDA;CEE TAGUATINGA (BSB) - CDD TAG LESTE;Objeto expedido;CEE TAGUATINGA;CDD TAG LESTE;BSB;BSB;Gestao Automatica;1;0;1;dist-dist;nao;nao;sim;Objeto em trânsito para a unidade.;2020-12-16;nao;transito;Pendente (OTU);CEE TAGUATINGA;CDD TAG LESTE;Trecho;N/C;N/C;;ENCOMENDA PAC;sim
OL558244393BR;2020-12-15;OBJETO EM TRÂNSITO PARA A UNIDADE.;E BAZAR COM BR LTDA;CTE CAJAMAR (SPM) - CTE BRASILIA;Objeto expedido;CTE CAJAMAR;CTE BRASILIA;SPM;BSB;Gestao Manual;0;1;1;trat-trat;nao;nao;sim;Objeto em trânsito para a unidade.;2020-12-15;nao;transito;Pendente (OTU);CTE CAJAMAR;CTE BRASILIA;Trecho;N/C;N/C;;ENCOMENDA PAC;sim
OL559327749BR;2020-12-11;OBJETO EM TRÂNSITO PARA A UNIDADE.;E BAZAR COM BR LTDA;CTE BRASILIA (BSB) - CDD AGUAS CLARAS;Objeto expedido;CTE BRASILIA;CDD AGUAS CLARAS;BSB;BSB;Gestao Manual;0;1;1;trat-dist;sim;sim;nao;Objeto extraviado;2020-12-22;nao;transito;Extraviado;CTE BRASILIA;CDD AGUAS CLARAS;Trecho;SPI;AGF SOMENZARI;2020-11-25;ENCOMENDA PAC;sim
OL559403391BR;2020-12-24;OBJETO EM TRÂNSITO PARA A UNIDADE.;MELHOR ENVIO LTDA;CTE BRASILIA (BSB) - CDD BRASILIA SIA;Objeto expedido;CTE BRASILIA;CDD BRASILIA SIA;BSB;BSB;Gestao Manual;0;1;1;trat-dist;sim;nao;nao;Solicitação de suspensão de entrega recebida;2021-01-08;nao;transito;Aguardando solicitacao de Desbloqueio;CTE BRASILIA;CDD BRASILIA SIA;Trecho;SPM;AC TAMANDUATEI;2020-12-04;ENCOMENDA PAC;nao
OL559689589BR;2020-12-14;OBJETO EM TRÂNSITO PARA A UNIDADE.;MAGAZINE LUIZA SA;CTE CAJAMAR (SPM) - CEE TAGUATINGA;Objeto expedido;CTE CAJAMAR;CEE TAGUATINGA;SPM;BSB;Gestao Manual;0;1;1;trat-dist;sim;nao;nao;Solicitação de suspensão de entrega recebida;2020-12-29;nao;transito;A ser refugado na DR de Origem;CTE CAJAMAR;CEE TAGUATINGA;Trecho;ES;CTCE VITORIA/GCCAP;2020-11-30;ENCOMENDA PAC;nao
OL561710841BR;2020-12-17;OBJETO EM TRÂNSITO PARA A UNIDADE.;B2W COMPANHIA DIGITAL;CTE BRASILIA (BSB) - CDD SAO SEBASTIAO;Objeto expedido;CTE BRASILIA;CDD SAO SEBASTIAO;BSB;BSB;Gestao Automatica;1;0;1;trat-dist;sim;nao;nao;Solicitação de suspensão de entrega recebida;2020-12-28;nao;transito;Aguardando solicitacao de Desbloqueio;CTE BRASILIA;CDD SAO SEBASTIAO;Trecho;SPM;AGF BARAO DE DUPRAT;2020-11-25;ENCOMENDA PAC;nao
OL567105125BR;2020-12-12;OBJETO EM TRÂNSITO PARA A UNIDADE.;E BAZAR COM BR LTDA;CTE BRASILIA (BSB) - CEE BRASILIA NORTE;Objeto expedido;CTE BRASILIA;CEE BRASILIA NORTE;BSB;BSB;Gestao Manual;0;1;1;trat-dist;sim;nao;nao;Solicitação de suspensão de entrega recebida;2020-12-29;nao;transito;Evento posterior ao OTU;CTE BRASILIA;CEE BRASILIA NORTE;Trecho;MG;AGF CENTRO DE PATOS DE MINAS;2020-11-25;ENCOMENDA PAC;nao
OL567825175BR;2020-12-11;OBJETO EM TRÂNSITO PARA A UNIDADE.;E BAZAR COM BR LTDA;CTE CAJAMAR (SPM) - CEE BRASILIA SUL;Objeto expedido;CTE CAJAMAR;CEE BRASILIA SUL;SPM;BSB;Gestao Manual;0;1;1;trat-dist;sim;nao;sim;Objeto em trânsito para a unidade.;2020-12-11;nao;transito;Pendente (OTU);CTE CAJAMAR;CEE BRASILIA SUL;Trecho;SPM;AC OSASCO;2020-11-27;ENCOMENDA PAC;sim
OL567897005BR;2020-12-28;OBJETO EM TRÂNSITO PARA A UNIDADE.;B2W COMPANHIA DIGITAL;CTE BRASILIA (BSB) - CDD SAO SEBASTIAO;Objeto expedido;CTE BRASILIA;CDD SAO SEBASTIAO;BSB;BSB;Gestao Automatica;1;0;1;trat-dist;nao;nao;nao;Solicitação de suspensão de entrega recebida;2021-01-08;nao;transito;Aguardando solicitacao de Desbloqueio;CTE BRASILIA;CDD SAO SEBASTIAO;Trecho;N/C;N/C;;ENCOMENDA PAC;nao
OL570210115BR;2020-12-11;OBJETO EM TRÂNSITO PARA A UNIDADE.;SHPS TECNOLOGIA E SERVICOS LTDA;CTE CAJAMAR (SPM) - CEE BRASILIA SUL;Objeto expedido;CTE CAJAMAR;CEE BRASILIA SUL;SPM;BSB;Gestao Manual;0;1;1;trat-dist;nao;sim;nao;Objeto extraviado;2020-12-30;nao;transito;Extraviado;CTE CAJAMAR;CEE BRASILIA SUL;Trecho;N/C;N/C;;ENCOMENDA PAC;sim
OL570656239BR;2020-12-09;OBJETO EM TRÂNSITO PARA A UNIDADE.;E BAZAR COM BR LTDA;CTE CAJAMAR (SPM) - CEE TAGUATINGA;Objeto expedido;CTE CAJAMAR;CEE TAGUATINGA;SPM;BSB;Gestao Manual;0;1;1;trat-dist;nao;sim;nao;Objeto extraviado;2021-01-07;nao;transito;Extraviado;CTE CAJAMAR;CEE TAGUATINGA;Trecho;N/C;N/C;;ENCOMENDA PAC;sim
OL571483225BR;2020-12-10;OBJETO EM TRÂNSITO PARA A UNIDADE.;E BAZAR COM BR LTDA;CTE CAJAMAR (SPM) - CEE TAGUATINGA;Objeto expedido;CTE CAJAMAR;CEE TAGUATINGA;SPM;BSB;Gestao Manual;0;1;1;trat-dist;sim;sim;nao;Objeto extraviado;2020-12-21;nao;transito;Extraviado;CTE CAJAMAR;CEE TAGUATINGA;Trecho;RS;AGF NOROESTE;2020-11-26;ENCOMENDA PAC;sim
OL571563065BR;2020-12-08;OBJETO EXTRAVIADO;E.O.S MEGA AUDIO E VIDEO EIRELI;CDD NUCLEO BANDEIRANTE (BSB) - CDD NUCLEO BANDEIRANTE;Saiu para entrega ao destinatário;CDD NUCLEO BANDEIRANTE;CDD NUCLEO BANDEIRANTE;BSB;BSB;Gestao Manual;0;1;1;dist-dist;sim;sim;nao;Objeto extraviado;2020-12-08;nao;extraviado;Extraviado;CDD NUCLEO BANDEIRANTE;CDD NUCLEO BANDEIRANTE;Responsabilizada;SPM;AGF JARDIM AMERICA;2020-12-01;ENCOMENDA PAC;sim
OL571601245BR;2020-12-19;OBJETO EM TRÂNSITO PARA A UNIDADE.;SHPS TECNOLOGIA E SERVICOS LTDA;CTE BRASILIA (BSB) - CDD SOBRADINHO;Objeto expedido;CTE BRASILIA;CDD SOBRADINHO;BSB;BSB;Gestao Manual;0;1;1;trat-dist;sim;nao;sim;Objeto em trânsito para a unidade.;2020-12-19;nao;transito;Pendente (OTU);CTE BRASILIA;CDD SOBRADINHO;Trecho;SPI;AGF BRESSANI;2020-11-26;ENCOMENDA PAC;sim
OL571871809BR;2020-12-29;OBJETO EM TRÂNSITO PARA A UNIDADE.;SHPS TECNOLOGIA E SERVICOS LTDA;CDD RECANTO DAS EMAS (BSB) - CDD RECANTO DAS EMAS;Objeto em trânsito para a unidade.;CDD RECANTO DAS EMAS;CDD RECANTO DAS EMAS;BSB;BSB;Gestao Automatica;1;0;1;dist-dist;sim;nao;sim;Objeto em trânsito para a unidade.;2020-12-29;nao;transito;Pendente (OTU);CDD RECANTO DAS EMAS;CDD RECANTO DAS EMAS;Responsabilizada;BSB;AC RECANTO DAS EMAS;2020-11-26;ENCOMENDA PAC;sim
OL572089213BR;2020-12-10;OBJETO EM TRÂNSITO PARA A UNIDADE.;VITA BE COSMETICOS EIRELI;CTE CAJAMAR (SPM) - CEE TAGUATINGA;Objeto expedido;CTE CAJAMAR;CEE TAGUATINGA;SPM;BSB;Gestao Manual;0;1;1;trat-dist;sim;nao;sim;Objeto em trânsito para a unidade.;2020-12-10;nao;transito;Pendente (OTU);CTE CAJAMAR;CEE TAGUATINGA;Trecho;ES;AGF LIMOEIRO;2020-11-27;ENCOMENDA PAC;sim
OL572398461BR;2020-12-11;OBJETO EM TRÂNSITO PARA A UNIDADE.;E BAZAR COM BR LTDA;CTE CAJAMAR (SPM) - CEE BRASILIA SUL;Objeto expedido;CTE CAJAMAR;CEE BRASILIA SUL;SPM;BSB;Gestao Manual;0;1;1;trat-dist;sim;nao;sim;Objeto em trânsito para a unidade.;2020-12-11;nao;transito;Pendente (OTU);CTE CAJAMAR;CEE BRASILIA SUL;Trecho;SPM;AGF PEREIRA BARRETO;2020-11-27;ENCOMENDA PAC;sim
OL572576445BR;2020-12-24;OBJETO EM TRÂNSITO PARA A UNIDADE.;ENJOEI COM BR ATIVIDADES DE INTERNET LTD;CTE BRASILIA (BSB) - CDD RECANTO DAS EMAS;Objeto expedido;CTE BRASILIA;CDD RECANTO DAS EMAS;BSB;BSB;Gestao Automatica;1;0;1;trat-dist;sim;nao;nao;Solicitação de suspensão de entrega recebida;2021-01-08;nao;transito;Aguardando solicitacao de Desbloqueio;CTE BRASILIA;CDD RECANTO DAS EMAS;Trecho;RJ;AC GENERAL OSORIO;2020-11-27;ENCOMENDA PAC;nao
OL572779448BR;2020-12-10;OBJETO EM TRÂNSITO PARA A UNIDADE.;MAGAZINE LUIZA SA;CTE CAJAMAR (SPM) - CEE TAGUATINGA;Objeto expedido;CTE CAJAMAR;CEE TAGUATINGA;SPM;BSB;Gestao Manual;0;1;1;trat-dist;sim;nao;nao;Solicitação de suspensão de entrega recebida;2020-12-21;nao;transito;A ser refugado na DR de Origem;CTE CAJAMAR;CEE TAGUATINGA;Trecho;ES;AGF PRACA GETULIO VARGAS;2020-11-27;ENCOMENDA PAC;nao
OL572784712BR;2020-12-14;OBJETO EM TRÂNSITO PARA A UNIDADE.;MAGAZINE LUIZA SA;CTE CAJAMAR (SPM) - CTE BRASILIA;Objeto expedido;CTE CAJAMAR;CTE BRASILIA;SPM;BSB;Gestao Manual;0;1;1;trat-trat;sim;nao;sim;Objeto em trânsito para a unidade.;2020-12-14;nao;transito;Pendente (OTU);CTE CAJAMAR;CTE BRASILIA;Trecho;SPM;AC SILVA BUENO;2020-11-27;ENCOMENDA PAC;sim
OL573246105BR;2020-12-14;OBJETO EM TRÂNSITO PARA A UNIDADE.;SHPS TECNOLOGIA E SERVICOS LTDA;CTCE BELO HORIZONTE (MG) - CEE BRASILIA SUL;Objeto expedido;CTCE BELO HORIZONTE;CEE BRASILIA SUL;MG;BSB;Gestao Manual;0;1;1;trat-dist;sim;nao;sim;Objeto em trânsito para a unidade.;2020-12-14;nao;transito;Pendente (OTU);CTCE BELO HORIZONTE;CEE BRASILIA SUL;Trecho;MG;AGF PRIMEIRO DE JUNHO;2020-12-01;ENCOMENDA PAC;sim
OL573907700BR;2021-01-12;OBJETO EM TRÂNSITO PARA A UNIDADE.;PAMPILI PROD PARA MENINAS LTDA;CTE BRASILIA (BSB) - CDD SOBRADINHO;Objeto expedido;CTE BRASILIA;CDD SOBRADINHO;BSB;BSB;Gestao Automatica;1;0;1;trat-dist;sim;nao;sim;Objeto em trânsito para a unidade.;2021-01-12;nao;transito;Pendente (OTU);CTE BRASILIA;CDD SOBRADINHO;Trecho;SPI;AGF JARDIM PEROLA;2020-12-17;ENCOMENDA PAC;sim
OL575789767BR;2020-12-15;OBJETO EM TRÂNSITO PARA A UNIDADE.;VITA BE COSMETICOS EIRELI;CTE CAJAMAR (SPM) - CTE BRASILIA;Objeto expedido;CTE CAJAMAR;CTE BRASILIA;SPM;BSB;Gestao Manual;0;1;1;trat-trat;sim;nao;sim;Objeto em trânsito para a unidade.;2020-12-15;nao;transito;Pendente (OTU);CTE CAJAMAR;CTE BRASILIA;Trecho;ES;AGF LIMOEIRO;2020-11-27;ENCOMENDA PAC;sim
OL576071195BR;2020-12-11;OBJETO EM TRÂNSITO PARA A UNIDADE.;SHPS TECNOLOGIA E SERVICOS LTDA;CTE CAJAMAR (SPM) - CEE BRASILIA SUL;Objeto expedido;CTE CAJAMAR;CEE BRASILIA SUL;SPM;BSB;Gestao Manual;0;1;1;trat-dist;sim;nao;sim;Objeto em trânsito para a unidade.;2020-12-11;nao;transito;Pendente (OTU);CTE CAJAMAR;CEE BRASILIA SUL;Trecho;SPM;AC ALPHAVILLE;2020-11-27;ENCOMENDA PAC;sim
OL576167415BR;2020-12-11;OBJETO EM TRÂNSITO PARA A UNIDADE.;SHPS TECNOLOGIA E SERVICOS LTDA;CTE CAJAMAR (SPM) - CEE BRASILIA SUL;Objeto expedido;CTE CAJAMAR;CEE BRASILIA SUL;SPM;BSB;Gestao Manual;0;1;1;trat-dist;nao;nao;sim;Objeto em trânsito para a unidade.;2020-12-11;nao;transito;Pendente (OTU);CTE CAJAMAR;CEE BRASILIA SUL;Trecho;N/C;N/C;;ENCOMENDA PAC;sim
OL576915930BR;2020-12-11;OBJETO EM TRÂNSITO PARA A UNIDADE.;E BAZAR COM BR LTDA;CTE CAJAMAR (SPM) - CEE BRASILIA SUL;Objeto expedido;CTE CAJAMAR;CEE BRASILIA SUL;SPM;BSB;Gestao Manual;0;1;1;trat-dist;sim;sim;nao;Objeto extraviado;2020-12-22;nao;transito;Extraviado;CTE CAJAMAR;CEE BRASILIA SUL;Trecho;MS;AGF VILA ALBA;2020-11-26;ENCOMENDA PAC;sim
OL577007445BR;2020-12-11;OBJETO EM TRÂNSITO PARA A UNIDADE.;E BAZAR COM BR LTDA;CTE CAJAMAR (SPM) - CEE BRASILIA SUL;Objeto expedido;CTE CAJAMAR;CEE BRASILIA SUL;SPM;BSB;Gestao Manual;0;1;1;trat-dist;sim;nao;sim;Objeto em trânsito para a unidade.;2020-12-11;nao;transito;Pendente (OTU);CTE CAJAMAR;CEE BRASILIA SUL;Trecho;RS;AC CENTRAL DE PORTO ALEGRE;2020-11-26;ENCOMENDA PAC;sim
OL577556796BR;2020-12-14;OBJETO EM TRÂNSITO PARA A UNIDADE.;E BAZAR COM BR LTDA;CTE CAJAMAR (SPM) - CTE BRASILIA;Objeto expedido;CTE CAJAMAR;CTE BRASILIA;SPM;BSB;Gestao Manual;0;1;1;trat-trat;nao;nao;nao;Solicitação de suspensão de entrega recebida;2020-12-29;nao;transito;Evento posterior ao OTU;CTE CAJAMAR;CTE BRASILIA;Trecho;N/C;N/C;;ENCOMENDA PAC;nao
OL577597946BR;2020-12-15;OBJETO EM TRÂNSITO PARA A UNIDADE.;E BAZAR COM BR LTDA;AC SETOR DE INDUSTRIA (BSB) - CTE BRASILIA;Objeto expedido;AC SETOR DE INDUSTRIA;CTE BRASILIA;BSB;BSB;Gestao Manual;0;1;1;cap-trat;sim;nao;nao;Solicitação de suspensão de entrega recebida;2021-01-09;nao;transito;Evento posterior ao OTU;AC SETOR DE INDUSTRIA;CTE BRASILIA;Trecho;BSB;AC SETOR DE INDUSTRIA;2020-12-01;ENCOMENDA PAC;nao
OL577609613BR;2020-12-10;OBJETO EM TRÂNSITO PARA A UNIDADE.;VITA BE COSMETICOS EIRELI;CTE CAJAMAR (SPM) - CEE TAGUATINGA;Objeto expedido;CTE CAJAMAR;CEE TAGUATINGA;SPM;BSB;Gestao Manual;0;1;1;trat-dist;sim;nao;sim;Objeto em trânsito para a unidade.;2020-12-10;nao;transito;Pendente (OTU);CTE CAJAMAR;CEE TAGUATINGA;Trecho;ES;AGF LIMOEIRO;2020-11-27;ENCOMENDA PAC;sim
